gene_id	untreated1	untreated2	untreated3	untreated4	treated1	treated2	treated3
FBgn0028418	8	12	4	5	15	5	15
FBgn0028419	2440	3196	1069	1365	2919	1399	1522
FBgn0028420	1439	2750	1254	1117	1958	946	1019
FBgn0028421	816	1125	465	509	1129	544	595
FBgn0028422	1	3	0	3	2	0	1
FBgn0028424	936	2081	658	864	1957	795	1044
FBgn0028425	4773	6550	2383	2784	5209	2478	2782
FBgn0028426	781	1300	379	455	995	399	470
FBgn0028427	962	1596	490	644	1499	709	794
FBgn0028428	92	140	56	64	181	92	90
FBgn0028429	667	1290	368	397	1064	380	440
FBgn0028430	3317	4012	690	912	4113	824	909
FBgn0028431	0	0	0	0	0	0	0
FBgn0028433	158	240	77	83	86	32	44
FBgn0028434	72	119	25	49	191	87	101
FBgn0028436	256	383	120	167	304	185	184
FBgn0028467	1447	2015	765	822	1726	838	830
FBgn0028468	1495	1416	603	853	1647	757	849
FBgn0028470	1599	2605	919	924	2266	995	1057
FBgn0028471	766	1482	486	546	1244	554	606
FBgn0028473	24964	43635	17235	22369	24738	14177	16279
FBgn0028474	1776	2895	1244	1274	2370	1340	1421
FBgn0028475	1728	2733	930	1066	2412	1177	1350
FBgn0028476	1205	1715	686	707	1690	757	786
FBgn0028479	3687	4511	2180	2540	3922	2242	2249
FBgn0028480	2360	3057	1346	1547	2397	1464	1631
FBgn0028481	0	2	2	0	3	1	0
FBgn0028482	49	162	67	85	98	49	47
FBgn0028484	1361	2255	917	992	1939	1017	1172
FBgn0028485	1007	2068	756	718	1411	703	666
FBgn0028487	501	716	252	311	554	256	311
FBgn0028490	8660	16852	6609	7180	9346	5592	6444
FBgn0028491	101	237	105	122	325	174	175
FBgn0028494	981	1782	682	649	1441	651	667
FBgn0028496	3	9	1	4	1	0	1
FBgn0028497	1621	2766	1020	1192	2125	1150	1252
FBgn0028499	208	263	129	159	281	183	211
FBgn0028500	1599	2395	943	1010	1862	971	1009
FBgn0028504	216	298	90	106	290	111	117
FBgn0028506	541	981	276	289	968	306	312
FBgn0028507	593	849	384	465	909	482	593
FBgn0028509	1369	1861	818	808	1610	841	861
FBgn0028513	8	122	57	31	130	30	23
FBgn0028514	1127	1424	443	461	694	278	270
FBgn0028515	1724	2739	900	1087	2224	1067	1129
FBgn0028516	0	0	0	0	1	0	0
FBgn0028517	0	0	0	0	0	0	0
FBgn0028518	0	0	0	0	0	0	0
FBgn0028519	7	15	10	7	19	10	14
FBgn0028520	0	0	0	0	0	0	0
FBgn0028523	803	1025	391	440	1410	456	480
FBgn0028525	9	13	2	3	17	1	1
FBgn0028526	2	2	2	1	8	0	0
FBgn0028527	1	9	1	4	9	4	5
FBgn0028530	309	397	127	189	439	205	245
FBgn0028531	2	2	0	1	1	1	0
FBgn0028532	1	3	0	1	1	0	2
FBgn0028533	6	6	0	0	8	3	2
FBgn0028534	4	8	5	1	4	1	2
FBgn0028535	309	416	156	245	352	237	254
FBgn0028537	0	0	0	0	0	0	0
FBgn0028538	2211	2814	1142	1275	2605	1407	1383
FBgn0028539	2601	4312	1552	1602	3891	1670	1671
FBgn0028540	200	261	68	106	141	55	67
FBgn0028541	2174	2952	1109	1235	2908	1286	1429
FBgn0028542	1819	1844	931	1364	883	647	736
FBgn0028543	846	1099	566	727	759	451	492
FBgn0028544	7	6	4	3	2	3	4
FBgn0028546	919	1281	446	628	1416	615	678
FBgn0028550	148	360	111	104	298	131	109
FBgn0028552	689	790	282	387	822	352	424
FBgn0028554	1549	2014	849	967	2166	1098	1029
FBgn0028560	2	4	0	2	1	3	1
FBgn0028561	6	13	4	3	3	0	7
FBgn0028562	11	10	6	8	13	2	6
FBgn0028563	1539	1956	822	933	1297	632	674
FBgn0028567	0	2	2	0	2	1	1
FBgn0028569	0	0	0	0	0	0	0
FBgn0028570	0	0	0	0	0	0	0
FBgn0028572	412	592	284	310	427	291	312
FBgn0028573	52	151	73	63	169	103	109
FBgn0028577	2542	4993	2021	2142	3484	2046	2214
FBgn0028579	653	1094	391	433	988	447	495
FBgn0028581	0	0	0	0	0	0	0
FBgn0028582	2391	4517	1410	1435	3928	1383	1615
FBgn0028583	10	2	2	1	14	0	1
FBgn0028622	5	11	6	4	18	2	12
FBgn0028642	0	0	0	0	1	0	2
FBgn0028644	4	2	1	1	1	1	2
FBgn0028645	3	8	0	5	8	3	2
FBgn0028646	798	1308	515	563	946	491	479
FBgn0028647	222	416	147	137	429	166	172
FBgn0028648	291	568	165	199	417	203	268
FBgn0028658	36	60	16	24	66	24	31
FBgn0028662	3374	3318	1353	1848	3572	1902	1896
FBgn0028663	1158	1403	544	709	1501	584	777
FBgn0028664	176	319	79	92	244	62	84
FBgn0028665	2951	3590	1453	1937	3500	1850	2117
FBgn0028667	4	0	0	0	0	0	1
FBgn0028668	0	0	0	0	0	0	0
FBgn0028669	0	0	0	0	0	0	1
FBgn0028670	4382	5423	2276	2841	5888	3416	3777
FBgn0028671	2924	4614	2106	2236	3593	1939	2128
FBgn0028675	155	368	141	139	334	151	177
FBgn0028683	272	319	79	123	378	105	110
FBgn0028684	1166	1477	592	726	1870	865	949
FBgn0028685	2107	3128	1258	1489	2636	1657	1823
FBgn0028686	2665	3380	1350	1782	3659	2125	2111
FBgn0028687	3366	4667	1671	2144	4397	2322	2581
FBgn0028688	1701	2283	869	1094	1994	1180	1383
FBgn0028689	2699	3823	1482	1720	3838	1793	1932
FBgn0028690	1883	3158	986	1184	3226	1428	1587
FBgn0028691	1116	1593	534	696	1775	777	857
FBgn0028692	4326	5614	2440	2730	6039	3377	3709
FBgn0028693	1159	1521	536	686	1488	834	821
FBgn0028694	1830	2408	894	1163	2667	1420	1552
FBgn0028695	3535	4234	1808	2066	4102	2534	2852
FBgn0028696	16061	31358	8766	12830	22733	11690	11234
FBgn0028699	1	2	0	1	1	0	1
FBgn0028700	422	562	214	274	416	256	291
FBgn0028703	692	919	418	483	803	388	422
FBgn0028704	31	60	14	18	50	25	26
FBgn0028707	71	85	31	45	89	37	34
FBgn0028708	281	449	141	179	386	179	181
FBgn0028717	1559	2631	1060	1207	1936	1022	1070
FBgn0028734	4303	6482	2724	2585	6126	3054	3151
FBgn0028737	10472	14552	5320	7112	11943	6904	7226
FBgn0028738	86	127	48	67	102	64	80
FBgn0028740	66	139	51	45	136	75	81
FBgn0028741	0	3	0	0	0	1	1
FBgn0028743	23	56	15	21	38	18	21
FBgn0028744	1480	2281	815	897	1641	840	928
FBgn0028746	108	264	49	68	209	80	85
FBgn0028789	0	0	0	0	1	0	0
FBgn0028833	0	0	0	0	0	0	0
FBgn0028836	491	845	288	361	854	335	420
FBgn0028837	557	784	297	347	649	404	431
FBgn0028838	0	0	0	0	0	0	0
FBgn0028841	1	0	0	0	0	0	0
FBgn0028844	1	2	0	0	0	0	0
FBgn0028847	0	0	0	0	0	0	0
FBgn0028848	0	0	0	0	0	0	0
FBgn0028850	0	0	0	0	0	0	0
FBgn0028852	1	2	1	0	1	0	0
FBgn0028853	0	0	0	0	0	0	0
FBgn0028855	0	0	0	0	0	0	1
FBgn0028856	0	1	0	0	4	0	0
FBgn0028857	0	3	1	0	4	1	1
FBgn0028858	0	0	0	1	1	0	1
FBgn0028859	10	18	14	8	31	10	14
FBgn0028862	2	6	1	1	4	3	2
FBgn0028863	94	298	95	119	266	134	127
FBgn0028864	0	0	0	0	0	0	0
FBgn0028866	0	0	0	0	0	0	0
FBgn0028867	0	0	0	0	0	0	0
FBgn0028868	0	0	0	0	0	0	0
FBgn0028870	0	0	0	0	0	0	0
FBgn0028871	3	2	10	2	6	3	1
FBgn0028872	0	0	0	0	0	0	0
FBgn0028873	0	0	0	0	0	0	0
FBgn0028875	0	3	2	0	8	2	0
FBgn0028878	0	0	0	1	1	0	0
FBgn0028879	0	0	0	0	0	0	0
FBgn0028880	0	0	1	0	0	0	0
FBgn0028882	0	0	0	0	0	0	0
FBgn0028884	0	0	0	0	0	0	0
FBgn0028886	136	197	73	93	219	88	98
FBgn0028887	0	1	0	0	1	0	0
FBgn0028888	0	2	4	2	5	2	2
FBgn0028889	0	0	0	0	0	0	0
FBgn0028891	0	0	0	0	0	0	0
FBgn0028892	0	0	0	0	0	0	0
FBgn0028893	0	0	0	1	0	0	0
FBgn0028894	914	1374	386	492	1211	427	446
FBgn0028895	88	123	43	59	104	54	58
FBgn0028896	1	4	1	3	9	2	6
FBgn0028897	115	149	54	99	142	88	89
FBgn0028899	11	40	7	6	63	9	16
FBgn0028900	0	0	0	0	0	0	0
FBgn0028901	1	1	0	0	1	0	0
FBgn0028902	1	9	3	2	7	5	4
FBgn0028903	4	12	1	4	21	9	6
FBgn0028904	0	0	1	0	0	0	0
FBgn0028905	6	13	9	6	12	6	4
FBgn0028906	27	45	38	37	35	28	25
FBgn0028909	0	0	0	0	0	0	0
FBgn0028910	0	0	0	0	0	0	0
FBgn0028911	0	0	0	0	0	0	0
FBgn0028912	0	0	0	0	0	0	0
FBgn0028913	0	0	0	0	0	0	0
FBgn0028916	1223	1436	655	685	1165	596	661
FBgn0028917	3	1	1	0	1	0	2
FBgn0028919	217	344	119	139	292	144	230
FBgn0028920	4	7	0	2	8	5	8
FBgn0028925	179	272	86	133	252	103	114
FBgn0028926	342	538	199	255	403	243	261
FBgn0028931	125	166	72	94	169	97	99
FBgn0028932	90	150	48	62	141	73	67
FBgn0028935	0	0	0	0	0	0	0
FBgn0028936	1785	1459	659	911	1284	693	720
FBgn0028938	1	1	0	0	2	1	0
FBgn0028939	22	39	22	36	8	4	6
FBgn0028940	670	924	256	363	672	284	321
FBgn0028941	7	21	5	7	35	16	8
FBgn0028942	1	7	6	3	13	4	6
FBgn0028943	2	6	2	0	10	2	5
FBgn0028944	0	0	0	0	0	0	0
FBgn0028945	0	0	0	0	0	0	0
FBgn0028946	0	0	0	0	0	0	0
FBgn0028947	0	0	0	0	0	0	0
FBgn0028948	0	0	0	0	0	0	0
FBgn0028949	0	0	0	0	0	0	0
FBgn0028950	1	0	0	0	2	0	0
FBgn0028952	77	168	37	57	165	61	63
FBgn0028953	1782	3807	1209	1301	2668	1172	1434
FBgn0028954	1832	3127	916	1086	3698	1510	1410
FBgn0028955	72	121	34	44	62	31	28
FBgn0028956	533	658	283	339	627	270	321
FBgn0028961	6	3	3	2	7	2	3
FBgn0028962	558	773	327	352	611	349	383
FBgn0028963	0	0	0	0	2	0	0
FBgn0028965	648	1101	389	476	839	479	520
FBgn0028968	4113	5217	2297	2767	4730	2607	2868
FBgn0028969	4843	7532	3172	3732	6157	3698	4275
FBgn0028970	595	732	371	427	426	330	383
FBgn0028974	859	1247	470	515	1121	517	537
FBgn0028978	483	891	358	362	772	486	538
FBgn0028979	548	729	285	286	655	296	319
FBgn0028980	276	440	138	138	427	160	192
FBgn0028981	0	2	2	2	1	1	2
FBgn0028982	4164	6302	2811	2921	5138	3019	3127
FBgn0028983	364	571	217	270	527	266	331
FBgn0028984	7043	9515	4050	5368	9616	4707	5391
FBgn0028985	880	1470	477	586	1560	677	743
FBgn0028986	1	2	0	1	2	1	0
FBgn0028987	0	1	0	0	0	0	0
FBgn0028988	16	27	11	10	23	22	20
FBgn0028990	1575	2914	1060	1423	1376	798	915
FBgn0028991	305	584	246	257	437	319	311
FBgn0028992	780	1092	369	427	1329	439	497
FBgn0028996	65	94	27	19	78	28	27
FBgn0028997	272	382	109	158	410	155	192
FBgn0028999	0	2	0	0	2	0	0
FBgn0029002	578	2017	617	815	4244	1764	2111
FBgn0029003	1	0	0	0	0	3	0
FBgn0029006	2557	4035	1432	1578	2958	1487	1510
FBgn0029067	1491	2516	715	749	2241	666	752
FBgn0029079	640	758	273	360	669	366	416
FBgn0029082	0	2	0	0	1	2	0
FBgn0029084	3	7	1	2	7	2	0
FBgn0029088	1470	2073	677	706	2189	859	893
FBgn0029090	53	100	44	52	29	19	19
FBgn0029091	0	3	1	1	1	0	0
FBgn0029092	7977	16728	5996	7397	10760	4834	5420
FBgn0029093	14327	19605	8588	11727	16759	9893	11299
FBgn0029094	868	1296	452	547	1120	537	507
FBgn0029095	5060	7193	3414	3832	4751	2752	3156
FBgn0029105	1	1	1	0	1	2	0
FBgn0029113	2634	4290	1437	1755	3963	1926	2137
FBgn0029114	1913	2911	1045	1018	2157	828	879
FBgn0029117	199	294	88	123	227	124	148
FBgn0029118	591	948	317	383	940	475	532
FBgn0029121	223	265	111	144	317	140	200
FBgn0029123	3	5	2	2	4	2	1
FBgn0029128	7	22	5	4	7	5	4
FBgn0029131	1691	2220	1019	1122	1707	965	1095
FBgn0029133	3062	5156	1514	1873	4823	1902	2042
FBgn0029134	2013	2806	1072	1273	2689	1506	1773
FBgn0029137	43	41	15	18	35	28	27
FBgn0029147	1197	1256	498	619	1765	999	1030
FBgn0029148	908	879	298	467	1163	468	520
FBgn0029152	751	1147	445	445	1243	472	484
FBgn0029153	0	0	0	0	0	0	0
FBgn0029154	0	0	0	0	0	0	0
FBgn0029155	5124	7274	2716	2956	5661	2768	3017
FBgn0029157	1175	2052	860	882	1552	986	994
FBgn0029158	253	373	135	158	303	165	185
FBgn0029161	0	4	0	0	2	0	0
FBgn0029167	6272	9801	3843	4063	2050	973	927
FBgn0029170	0	0	0	0	1	0	0
FBgn0029172	0	0	0	0	0	0	0
FBgn0029173	337	402	164	220	450	218	225
FBgn0029174	2531	3458	1269	1652	3567	1669	1885
FBgn0029175	0	0	0	0	0	0	0
FBgn0029176	30428	42557	18858	23782	35417	21724	23610
FBgn0029501	1	1	0	0	0	0	0
FBgn0029502	422	734	267	333	638	346	366
FBgn0029503	420	614	188	271	526	238	248
FBgn0029504	1254	2512	849	774	1737	660	676
FBgn0029506	14652	16691	5864	7451	26229	9339	10312
FBgn0029507	1687	2299	1071	1348	2157	1192	1560
FBgn0029508	23	79	97	100	87	80	114
FBgn0029512	1175	1944	607	724	1741	797	817
FBgn0029514	214	329	98	140	349	149	193
FBgn0029518	4	7	2	1	2	2	2
FBgn0029521	115	144	55	52	254	83	86
FBgn0029522	36	66	23	23	68	37	41
FBgn0029523	19	22	11	15	34	14	20
FBgn0029524	6	16	6	16	26	13	22
FBgn0029525	416	595	233	255	569	278	290
FBgn0029526	43	50	31	36	90	48	57
FBgn0029529	97	143	61	65	147	94	82
FBgn0029531	2	6	1	1	4	2	3
FBgn0029532	2	4	2	1	6	2	4
FBgn0029535	0	2	1	0	0	0	1
FBgn0029538	59	91	51	40	69	45	56
FBgn0029539	0	0	0	0	0	0	0
FBgn0029552	0	0	0	0	0	0	0
FBgn0029568	11	23	5	8	19	12	16
FBgn0029573	15	36	7	18	17	14	31
FBgn0029580	16	36	10	15	24	20	17
FBgn0029587	9	16	11	3	15	6	9
FBgn0029588	35	35	14	17	63	23	23
FBgn0029589	3	3	0	1	8	2	7
FBgn0029590	0	7	1	1	3	3	1
FBgn0029594	448	660	191	282	728	353	382
FBgn0029596	46	79	36	28	97	56	46
FBgn0029603	2	2	0	0	0	1	0
FBgn0029606	1	1	1	1	0	1	1
FBgn0029608	906	1192	454	585	697	390	483
FBgn0029629	5934	11309	3992	5173	8537	4816	5535
FBgn0029639	1	2	1	1	4	2	1
FBgn0029642	2	0	1	0	3	0	0
FBgn0029643	5	11	5	5	8	9	5
FBgn0029644	0	0	1	0	1	1	1
FBgn0029645	0	1	0	1	1	0	0
FBgn0029646	0	0	0	0	0	0	0
FBgn0029647	0	0	0	0	1	0	0
FBgn0029648	46	60	27	32	81	28	32
FBgn0029649	0	0	0	0	0	0	0
FBgn0029656	2	18	3	3	16	1	4
FBgn0029657	3	11	3	4	12	1	10
FBgn0029658	28	21	7	10	33	11	15
FBgn0029659	32	107	25	32	167	50	51
FBgn0029660	35	211	71	46	209	40	48
FBgn0029661	26	191	45	41	188	39	46
FBgn0029662	322	835	325	282	727	349	415
FBgn0029663	60	110	42	34	162	31	48
FBgn0029664	494	972	333	406	1297	520	616
FBgn0029665	126	277	79	88	250	116	98
FBgn0029666	460	915	300	310	903	297	382
FBgn0029667	7	57	17	11	59	20	15
FBgn0029669	11	34	18	7	47	7	14
FBgn0029672	408	727	176	219	640	186	214
FBgn0029676	150	493	107	97	595	121	164
FBgn0029679	1	0	0	0	1	0	0
FBgn0029681	2	4	0	3	4	2	0
FBgn0029685	1889	2253	966	1130	1993	934	1034
FBgn0029686	108	131	85	86	149	80	117
FBgn0029687	2711	4703	1305	1381	4757	1448	1700
FBgn0029688	3903	6575	2635	2705	5247	2712	2827
FBgn0029689	402	504	225	249	472	250	287
FBgn0029690	0	3	0	0	0	0	2
FBgn0029692	3	2	0	2	4	2	1
FBgn0029693	702	1030	354	468	1191	554	579
FBgn0029694	0	3	0	1	3	0	0
FBgn0029696	0	0	1	0	1	1	2
FBgn0029697	3	6	10	4	11	10	10
FBgn0029700	2	7	1	0	4	1	1
FBgn0029701	0	1	2	1	3	0	1
FBgn0029702	0	5	1	3	12	3	0
FBgn0029703	0	0	1	1	6	1	0
FBgn0029704	749	1073	339	392	989	441	470
FBgn0029705	1	6	0	0	8	2	5
FBgn0029706	1248	1678	713	858	1375	759	790
FBgn0029707	0	0	0	0	2	0	1
FBgn0029708	2	2	4	0	8	1	3
FBgn0029709	1823	2754	1080	1409	2324	1437	1634
FBgn0029710	29	70	20	22	57	12	28
FBgn0029711	186	321	116	138	228	137	174
FBgn0029712	34	26	11	20	48	23	13
FBgn0029713	518	871	293	394	934	479	496
FBgn0029714	305	369	129	195	370	168	193
FBgn0029715	784	1580	475	505	1222	507	557
FBgn0029716	3	5	2	1	2	2	3
FBgn0029717	0	0	0	0	0	0	0
FBgn0029718	251	600	142	201	487	177	214
FBgn0029719	15	31	21	20	42	26	22
FBgn0029720	0	1	1	0	3	1	1
FBgn0029722	21	24	9	10	18	11	10
FBgn0029723	0	2	1	1	2	3	0
FBgn0029724	0	0	0	0	0	0	0
FBgn0029725	0	0	0	0	0	0	0
FBgn0029726	0	0	0	0	0	0	0
FBgn0029727	0	0	0	0	0	0	0
FBgn0029728	0	5	0	0	21	2	3
FBgn0029729	0	0	0	0	0	0	0
FBgn0029730	0	1	0	0	0	0	0
FBgn0029733	1	4	1	1	2	1	0
FBgn0029736	1128	1548	724	852	1465	910	992
FBgn0029737	1497	1505	878	1099	1641	1134	1069
FBgn0029738	2846	6476	1941	1997	4532	1980	2355
FBgn0029740	0	1	0	0	2	0	0
FBgn0029745	0	16	6	4	16	2	0
FBgn0029746	2	4	4	5	29	3	2
FBgn0029747	6	32	10	6	24	4	7
FBgn0029748	1	4	3	0	2	1	1
FBgn0029749	0	0	0	0	2	0	1
FBgn0029750	20	30	9	5	21	6	7
FBgn0029751	0	3	1	0	2	2	1
FBgn0029752	0	1	0	1	3	0	0
FBgn0029753	0	0	0	0	0	0	0
FBgn0029754	3	7	3	1	9	7	3
FBgn0029755	551	653	276	394	552	362	402
FBgn0029756	209	253	102	117	219	125	123
FBgn0029761	11	31	12	8	53	22	19
FBgn0029762	8	53	27	16	32	13	19
FBgn0029763	1235	1833	909	854	1673	909	1045
FBgn0029764	4605	7688	2577	2666	7680	3052	3198
FBgn0029765	13	22	8	7	27	13	12
FBgn0029766	12798	43254	17308	20514	19853	12070	14521
FBgn0029768	0	0	0	0	0	1	0
FBgn0029769	0	0	0	0	0	0	0
FBgn0029770	0	0	0	1	0	0	0
FBgn0029771	623	827	307	309	886	409	428
FBgn0029775	1	6	0	0	2	0	0
FBgn0029778	487	805	390	408	749	517	585
FBgn0029783	105	171	53	88	130	77	72
FBgn0029785	22753	44579	13988	21702	39761	17071	19265
FBgn0029789	500	593	251	272	531	305	345
FBgn0029791	45	269	178	156	134	121	116
FBgn0029795	9	33	16	9	13	15	9
FBgn0029798	835	1101	393	507	850	398	444
FBgn0029799	74	110	46	48	110	43	79
FBgn0029800	106	202	71	82	154	53	61
FBgn0029801	1802	3677	1256	1313	1628	788	917
FBgn0029803	82	183	47	54	143	46	61
FBgn0029804	3	12	10	1	15	6	5
FBgn0029807	5	4	8	6	9	7	2
FBgn0029808	163	350	136	138	257	154	159
FBgn0029809	1	17	1	0	6	0	1
FBgn0029810	1	3	1	2	0	2	3
FBgn0029811	0	0	0	0	1	0	0
FBgn0029812	0	2	1	0	0	0	0
FBgn0029813	79	105	35	42	109	48	49
FBgn0029814	1	1	0	0	0	0	0
FBgn0029815	0	3	0	0	0	0	0
FBgn0029816	0	0	0	0	0	0	0
FBgn0029817	0	0	1	0	2	1	0
FBgn0029818	1518	1861	850	1018	2066	1002	1147
FBgn0029819	858	997	437	490	980	537	599
FBgn0029820	1309	2199	953	1124	1623	911	985
FBgn0029821	92	157	58	77	151	56	73
FBgn0029822	657	1215	483	465	965	495	533
FBgn0029823	2366	2915	1400	1736	3485	2385	2465
FBgn0029824	218	478	207	246	466	263	239
FBgn0029825	78	121	52	56	232	65	77
FBgn0029826	8	11	5	7	19	9	13
FBgn0029827	2	2	1	1	1	0	2
FBgn0029828	0	0	0	0	1	0	0
FBgn0029830	4	11	7	9	11	6	7
FBgn0029831	0	7	0	2	2	1	0
FBgn0029833	561	726	327	421	677	420	459
FBgn0029834	22	30	11	16	32	13	20
FBgn0029835	1	2	0	0	1	0	0
FBgn0029836	0	0	0	0	0	0	0
FBgn0029837	0	5	2	0	4	3	2
FBgn0029838	2	3	0	1	4	0	3
FBgn0029839	0	0	0	0	0	0	0
FBgn0029840	1165	1741	874	875	1240	836	875
FBgn0029843	5	5	2	1	2	3	3
FBgn0029846	2	10	6	6	15	4	4
FBgn0029848	11	17	4	5	40	13	17
FBgn0029849	708	744	296	361	738	284	326
FBgn0029850	1241	2570	1006	934	2425	1238	1327
FBgn0029851	22	48	26	23	40	21	28
FBgn0029853	864	1412	474	563	1215	677	745
FBgn0029854	380	662	220	291	793	312	351
FBgn0029856	310	258	1742	2147	404	1450	2638
FBgn0029857	707	1054	413	528	799	465	554
FBgn0029858	240	226	134	139	255	183	164
FBgn0029859	0	0	0	0	0	0	0
FBgn0029860	0	0	0	0	0	0	0
FBgn0029861	575	966	439	435	1140	624	697
FBgn0029863	1	0	1	0	3	1	2
FBgn0029864	3	5	2	6	3	1	5
FBgn0029866	21	26	18	15	22	12	20
FBgn0029867	1782	2897	1115	1256	2310	1150	1303
FBgn0029868	1261	1917	705	927	1459	882	931
FBgn0029870	2538	4739	1799	1979	3317	1659	1811
FBgn0029873	832	1894	596	714	1393	720	857
FBgn0029874	385	507	250	292	467	340	347
FBgn0029877	21	26	11	14	22	13	13
FBgn0029878	1843	3671	1268	1373	3652	1455	1619
FBgn0029879	32	39	8	19	38	14	28
FBgn0029880	10	27	10	12	37	8	13
FBgn0029881	4593	10047	3617	3204	6122	2484	2727
FBgn0029882	1359	1907	571	882	1705	833	970
FBgn0029885	480	728	237	302	594	273	293
FBgn0029887	1451	2410	982	1074	2028	1092	1262
FBgn0029888	694	985	359	509	850	482	518
FBgn0029890	50	104	66	79	67	71	92
FBgn0029891	1478	2018	881	1031	1483	903	996
FBgn0029892	74	108	50	67	119	86	86
FBgn0029893	2275	4404	1747	1789	2735	1505	1745
FBgn0029894	249	698	238	209	459	194	222
FBgn0029895	65	177	72	90	228	117	126
FBgn0029896	739	1460	539	544	246	96	113
FBgn0029897	38594	45862	24440	35776	34447	28811	31451
FBgn0029898	4	4	7	9	10	3	6
FBgn0029899	3447	6236	2354	2272	5507	2647	2753
FBgn0029903	4800	7149	2677	2545	7356	3242	3186
FBgn0029905	688	1313	503	544	866	562	615
FBgn0029906	0	0	0	0	0	0	0
FBgn0029907	0	0	0	0	0	0	0
FBgn0029909	7	12	3	3	18	6	11
FBgn0029911	712	1510	528	551	1180	530	585
FBgn0029912	821	1207	639	672	933	625	670
FBgn0029913	122	144	57	80	185	85	91
FBgn0029914	383	606	211	281	525	284	298
FBgn0029915	391	478	179	283	721	311	345
FBgn0029920	0	2	1	1	1	0	0
FBgn0029922	7	13	4	4	6	5	5
FBgn0029924	148	157	89	98	201	123	128
FBgn0029925	277	395	133	186	440	183	201
FBgn0029928	37	42	21	19	55	30	24
FBgn0029929	373	610	240	288	473	274	307
FBgn0029930	0	2	3	0	1	1	0
FBgn0029931	0	0	0	0	0	0	0
FBgn0029932	4	8	1	0	7	3	3
FBgn0029933	0	0	0	0	0	0	0
FBgn0029935	238	349	116	156	300	123	117
FBgn0029936	224	341	163	155	314	186	190
FBgn0029937	786	1376	571	648	1062	612	691
FBgn0029939	5	14	8	7	9	4	6
FBgn0029940	0	1	0	0	1	0	1
FBgn0029941	2685	4292	1914	1912	3800	2401	2558
FBgn0029942	187	377	133	154	399	126	160
FBgn0029943	319	653	213	230	530	236	239
FBgn0029944	538	969	317	349	1165	414	480
FBgn0029945	14	30	11	9	44	10	25
FBgn0029946	1	0	5	4	5	0	4
FBgn0029947	0	1	0	0	0	0	0
FBgn0029948	0	6	0	0	2	2	0
FBgn0029949	1	14	5	3	7	1	0
FBgn0029950	4	69	23	10	39	6	11
FBgn0029951	12	57	19	14	43	6	4
FBgn0029952	1	4	0	0	4	0	0
FBgn0029955	6	9	3	5	12	6	2
FBgn0029957	819	1048	528	567	947	662	802
FBgn0029958	393	539	202	276	492	262	322
FBgn0029959	410	699	221	273	542	246	270
FBgn0029961	0	0	0	0	0	0	0
FBgn0029962	0	1	0	0	2	0	1
FBgn0029963	0	0	0	0	0	0	0
FBgn0029964	0	0	0	0	0	0	0
FBgn0029965	0	0	0	0	0	0	0
FBgn0029966	0	0	0	0	2	0	0
FBgn0029968	127	156	66	81	119	68	67
FBgn0029969	617	773	341	367	670	331	360
FBgn0029970	122	215	70	75	280	117	148
FBgn0029971	1025	1610	476	717	1305	605	747
FBgn0029974	39	47	19	26	62	32	26
FBgn0029975	3108	3821	1448	1990	4666	2515	2676
FBgn0029976	2908	4387	1599	1792	3313	1667	1770
FBgn0029977	53	45	29	24	67	34	44
FBgn0029979	2509	5454	1756	1546	4636	1617	1602
FBgn0029980	451	457	190	276	431	239	233
FBgn0029986	13	33	11	11	42	19	24
FBgn0029987	1	3	2	1	3	6	3
FBgn0029989	7	16	6	8	13	4	9
FBgn0029990	18	45	18	13	31	9	11
FBgn0029992	1121	1539	549	658	1470	729	831
FBgn0029993	0	3	0	1	0	0	0
FBgn0029994	20	22	10	12	16	17	14
FBgn0029995	5	2	2	0	5	0	2
FBgn0029996	1518	3108	901	1000	2337	727	866
FBgn0029997	216	395	148	184	293	180	164
FBgn0029999	607	928	344	412	914	497	528
FBgn0030000	506	639	263	315	506	292	311
FBgn0030001	36	44	32	26	77	53	38
FBgn0030003	597	1082	382	494	834	480	510
FBgn0030004	90	121	57	55	110	74	81
FBgn0030005	9	5	3	2	15	6	4
FBgn0030006	115	213	76	100	188	85	106
FBgn0030007	858	1217	536	630	1089	661	756
FBgn0030008	211	336	142	174	313	172	195
FBgn0030009	0	2	0	1	0	0	1
FBgn0030010	83	125	42	58	111	61	64
FBgn0030011	28	23	11	16	44	30	20
FBgn0030012	206	349	154	171	303	218	257
FBgn0030013	532	728	248	365	562	312	374
FBgn0030014	0	3	0	1	1	0	0
FBgn0030015	0	2	0	1	1	0	1
FBgn0030016	4	5	5	7	8	2	0
FBgn0030017	99	146	81	83	127	86	96
FBgn0030018	1636	2561	1104	1101	2110	1105	1230
FBgn0030025	274	586	144	194	555	231	218
FBgn0030026	195	215	125	167	341	206	250
FBgn0030027	2	7	6	3	9	2	2
FBgn0030028	39	81	27	23	91	33	29
FBgn0030029	6	12	4	1	17	5	6
FBgn0030030	189	290	82	119	289	101	100
FBgn0030033	0	2	0	0	0	0	0
FBgn0030034	1488	2357	1121	898	2009	1016	913
FBgn0030035	1705	2047	893	1099	2031	1317	1395
FBgn0030037	628	1022	366	407	1465	731	761
FBgn0030038	2257	2750	1103	1548	3144	1540	1814
FBgn0030039	304	288	114	160	289	127	153
